Age,Employment Type,GraduateOr0t,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad,TravelInsurance,AnnualIncome1
28,1,1,700000,4,0,0,0,0,70
29,1,1,1350000,4,0,0,1,1,135
25,1,0,1150000,5,0,0,0,0,115
26,1,1,1400000,7,1,1,1,1,140
27,1,0,1000000,6,0,0,0,0,100
32,0,1,900000,6,1,0,0,0,90
25,0,1,750000,6,0,0,0,1,75
29,1,1,600000,4,0,0,0,1,60
28,1,1,750000,4,0,0,0,0,75
33,0,1,400000,6,0,0,0,1,40
33,0,1,600000,4,0,0,0,0,60
28,1,1,1200000,3,0,0,0,0,120
25,1,1,1750000,3,0,0,1,1,175
28,1,1,800000,4,0,0,0,0,80
28,1,1,750000,6,1,0,0,0,75
29,1,1,500000,4,0,0,0,0,50
34,1,1,850000,2,0,0,0,0,85
27,0,1,500000,4,0,0,0,0,50
28,1,1,1150000,6,1,0,0,0,115
27,0,1,750000,5,0,0,0,0,75
25,1,0,1700000,5,0,1,1,1,170
28,1,1,1300000,4,1,0,0,0,130
26,1,1,500000,3,0,0,0,0,50
26,1,1,1300000,5,0,0,0,0,130
28,1,1,500000,3,0,0,0,0,50
28,1,1,1450000,5,0,1,1,1,145
34,1,1,1000000,6,1,0,0,1,100
32,0,1,350000,3,1,0,0,0,35
34,0,1,1300000,2,0,0,0,0,130
26,1,1,1400000,4,1,0,1,1,140
31,1,1,1250000,6,0,0,0,1,125
28,0,1,300000,6,0,0,0,1,30
28,0,1,600000,4,1,0,0,0,60
29,1,1,1350000,5,0,0,1,1,135
31,0,0,400000,3,0,0,0,0,40
27,0,1,750000,5,0,0,0,0,75
29,1,1,1200000,3,0,0,0,0,120
30,1,0,800000,4,0,0,0,0,80
30,1,0,550000,5,1,0,0,1,55
31,1,1,1250000,5,0,0,0,1,125
28,1,1,750000,2,0,0,0,0,75
31,1,1,1250000,4,0,0,0,1,125
26,1,1,500000,5,0,0,0,0,50
27,0,1,750000,5,0,0,0,0,75
28,0,1,1200000,5,0,0,0,0,120
33,0,1,600000,8,0,0,0,1,60
33,0,1,1750000,6,0,0,0,1,175
33,0,1,650000,5,0,1,0,1,65
26,1,1,600000,7,1,0,0,0,60
29,1,1,500000,4,0,0,0,1,50
31,0,1,400000,5,0,0,0,0,40
33,1,1,550000,7,1,1,0,1,55
34,0,1,1100000,4,0,0,0,0,110
28,1,1,1100000,4,0,0,0,0,110
28,1,1,800000,3,0,0,0,0,80
32,0,1,350000,4,0,0,0,0,35
29,1,1,1200000,8,0,0,0,0,120
34,1,0,1400000,3,0,1,1,1,140
30,1,0,550000,2,1,0,0,0,55
34,1,1,1500000,4,1,1,1,1,150
27,1,0,450000,3,0,0,0,0,45
28,1,1,700000,4,1,0,0,0,70
28,1,1,1200000,7,0,0,0,0,120
28,1,1,1300000,6,0,0,0,0,130
28,1,1,750000,2,0,0,0,1,75
28,1,1,1450000,3,0,1,1,1,145
31,1,1,900000,5,0,1,0,0,90
26,1,1,1400000,9,1,0,1,1,140
30,1,0,1450000,6,0,1,1,1,145
32,0,1,800000,7,0,0,0,0,80
32,0,1,800000,5,0,0,0,0,80
34,1,1,1050000,3,1,0,0,0,105
28,1,1,1200000,4,0,0,0,0,120
28,1,1,700000,7,0,0,0,0,70
29,1,1,1100000,4,0,0,0,1,110
31,1,1,1250000,7,0,0,0,0,125
30,1,0,550000,5,0,0,0,0,55
28,1,1,800000,2,0,0,0,0,80
34,1,1,1500000,3,1,1,1,1,150
33,1,1,1500000,5,0,1,1,1,150
29,1,1,1200000,5,0,0,1,0,120
27,0,1,500000,5,0,0,0,0,50
28,1,1,700000,5,0,0,1,0,70
34,1,1,1500000,6,0,1,1,1,150
25,1,0,1150000,5,0,1,0,0,115
33,0,1,650000,4,1,0,0,0,65
28,1,0,550000,7,0,0,0,0,55
30,1,0,550000,3,0,0,0,0,55
28,1,1,1100000,4,0,0,0,1,110
28,0,0,300000,4,0,0,0,0,30
27,0,1,500000,6,1,0,0,0,50
28,1,1,1200000,3,1,1,0,0,120
28,1,1,1200000,5,1,1,0,0,120
33,1,1,550000,6,0,0,0,1,55
31,1,1,900000,4,0,0,0,0,90
28,0,1,300000,6,0,0,0,0,30
28,0,1,300000,3,0,0,0,0,30
25,1,1,1700000,2,1,1,0,1,170
28,1,1,1450000,4,0,1,1,1,145
28,1,1,750000,3,0,0,0,0,75
31,1,1,900000,5,1,1,0,0,90
25,1,1,1400000,4,0,1,1,1,140
30,1,0,550000,5,0,1,0,0,55
28,0,1,300000,3,0,0,0,0,30
25,1,0,1700000,5,0,1,0,1,170
26,1,1,500000,8,0,0,0,0,50
25,1,1,1400000,5,1,0,1,1,140
34,1,1,500000,5,0,0,0,0,50
31,0,0,400000,3,0,0,0,0,40
31,1,1,1250000,6,0,0,0,0,125
32,0,1,650000,5,1,0,0,0,65
27,0,1,850000,3,0,0,0,0,85
28,0,1,300000,7,0,0,0,1,30
28,1,1,1250000,4,1,0,0,0,125
28,1,1,700000,5,0,0,0,0,70
28,0,1,600000,6,0,0,0,0,60
29,1,1,1050000,7,0,0,0,0,105
26,1,1,450000,4,0,0,0,0,45
33,0,1,700000,2,0,0,0,0,70
29,1,1,350000,8,1,0,0,1,35
26,1,1,1500000,6,0,1,1,1,150
27,0,1,500000,3,1,0,0,0,50
33,1,1,550000,5,0,1,0,0,55
26,1,1,1400000,6,1,0,1,1,140
31,1,1,1400000,6,0,0,1,1,140
28,1,1,550000,4,0,1,0,0,55
34,0,1,1300000,4,0,0,0,1,130
30,1,0,650000,5,0,0,0,0,65
27,0,1,500000,2,0,0,0,1,50
28,1,1,1150000,7,1,0,0,0,115
28,0,1,300000,4,0,0,0,0,30
25,0,1,750000,6,0,0,0,0,75
27,0,1,850000,4,1,0,0,0,85
31,1,1,900000,4,1,0,0,0,90
34,1,1,1000000,9,0,0,0,1,100
33,1,1,1400000,3,0,0,1,1,140
25,1,0,1150000,6,1,0,0,1,115
28,0,1,300000,3,1,0,0,1,30
26,1,1,600000,3,0,0,0,0,60
29,1,1,1050000,3,0,0,0,1,105
29,1,1,1150000,4,1,0,0,0,115
34,1,1,1000000,5,0,1,0,0,100
31,1,1,900000,4,1,0,0,1,90
33,0,1,1000000,3,0,0,0,0,100
32,0,1,800000,7,0,0,0,0,80
25,1,0,1150000,3,0,1,0,0,115
34,1,1,1000000,5,0,0,0,0,100
31,1,1,1250000,5,0,0,0,0,125
28,1,1,1400000,4,0,1,1,0,140
35,1,0,800000,5,0,0,1,1,80
29,1,1,1200000,4,0,0,0,1,120
25,1,1,1700000,4,0,1,0,1,170
26,1,1,600000,6,0,0,0,0,60
28,1,1,1100000,4,0,0,0,0,110
31,1,1,1250000,7,0,0,0,0,125
28,1,1,1150000,9,0,0,0,0,115
28,1,1,1100000,7,0,0,0,1,110
25,1,0,1150000,3,0,1,0,0,115
28,1,1,1250000,3,1,0,0,1,125
34,1,1,850000,5,1,1,0,0,85
28,1,1,1100000,5,0,0,0,0,110
28,1,1,1150000,4,1,0,0,0,115
25,1,1,1800000,4,1,1,0,1,180
34,1,1,1500000,3,0,1,1,1,150
34,0,1,1100000,7,1,1,0,1,110
26,1,1,500000,5,1,0,0,1,50
25,1,1,1400000,5,1,1,1,1,140
28,0,1,300000,7,1,0,0,0,30
26,1,1,600000,3,0,0,0,0,60
28,1,1,550000,4,0,0,0,0,55
35,1,0,950000,6,0,0,1,0,95
29,1,1,500000,3,0,0,0,0,50
29,1,1,1200000,5,0,0,0,1,120
28,1,1,700000,4,0,0,0,0,70
28,1,1,550000,6,0,1,0,0,55
28,1,1,1250000,3,0,0,0,0,125
25,1,0,1150000,4,0,1,0,0,115
31,0,0,300000,5,0,0,0,0,30
34,1,0,1300000,6,0,0,0,1,130
28,1,1,750000,5,0,0,0,0,75
29,1,1,350000,9,0,0,0,0,35
26,1,1,500000,5,1,0,0,1,50
34,1,1,1050000,8,1,0,0,1,105
29,1,1,1350000,8,0,0,1,1,135
28,1,1,1350000,5,0,0,1,1,135
28,1,1,700000,3,0,0,0,0,70
34,1,0,950000,3,0,1,0,0,95
33,1,1,750000,7,1,0,0,1,75
27,0,1,1050000,7,0,0,0,1,105
28,0,1,300000,3,1,0,0,0,30
31,1,1,1350000,7,0,1,1,1,135
28,1,1,550000,4,0,0,0,0,55
31,0,1,1300000,8,0,0,0,0,130
29,1,1,1050000,7,0,0,0,0,105
30,1,0,800000,3,0,0,0,0,80
28,1,1,800000,4,0,1,0,0,80
26,1,1,1400000,6,1,0,1,1,140
28,1,1,750000,5,1,1,0,0,75
28,1,1,800000,6,0,0,1,0,80
31,0,0,400000,4,1,0,0,0,40
31,1,1,1250000,8,0,0,0,0,125
27,0,1,500000,5,0,0,0,0,50
35,1,0,800000,6,1,0,1,1,80
26,1,1,1400000,5,0,0,1,1,140
29,1,1,1100000,6,0,1,0,0,110
31,0,1,1300000,2,0,1,0,1,130
31,0,1,400000,5,0,0,0,0,40
35,0,1,1100000,5,0,0,0,0,110
28,1,1,800000,2,1,0,0,0,80
29,1,1,1050000,5,0,0,0,0,105
29,1,1,500000,4,0,0,0,0,50
28,1,1,700000,3,0,0,0,1,70
28,1,1,800000,6,1,0,0,0,80
31,1,1,1250000,6,0,0,0,0,125
27,0,1,1050000,2,0,0,0,0,105
31,1,1,900000,5,1,0,0,0,90
26,1,1,1400000,3,1,0,1,0,140
28,0,1,300000,8,0,0,0,0,30
33,0,1,400000,6,0,0,0,0,40
35,1,0,800000,4,0,0,0,0,80
26,1,1,1250000,3,1,0,0,1,125
28,1,1,1200000,6,1,0,0,0,120
31,1,1,1350000,4,0,0,1,1,135
28,1,1,1100000,4,0,0,0,0,110
28,1,1,1400000,4,0,0,1,1,140
28,1,1,800000,4,0,0,0,0,80
27,0,1,500000,2,0,0,0,0,50
28,1,1,800000,6,1,0,0,0,80
31,1,1,1250000,3,0,0,0,0,125
34,1,1,1500000,5,1,1,1,1,150
34,1,1,700000,3,0,0,0,1,70
25,1,1,1700000,3,0,1,0,1,170
29,1,1,1100000,2,0,0,0,0,110
30,1,0,1450000,2,1,1,1,1,145
34,1,1,1500000,3,1,1,1,1,150
32,0,1,800000,6,0,1,0,0,80
28,1,1,900000,4,0,1,0,1,90
28,1,1,700000,3,0,0,0,0,70
34,1,1,1500000,6,0,1,1,1,150
28,1,1,1100000,4,0,0,0,0,110
26,1,1,500000,6,0,0,0,0,50
35,0,1,900000,7,0,0,0,1,90
31,1,1,1100000,4,0,0,0,0,110
31,1,1,500000,5,0,0,0,0,50
29,1,1,1200000,3,0,0,1,0,120
31,0,0,300000,5,0,0,0,0,30
34,1,1,1050000,4,1,0,0,0,105
34,1,1,500000,6,0,0,0,0,50
33,1,1,750000,8,1,0,0,1,75
27,0,1,1050000,7,0,0,0,0,105
29,1,1,1200000,8,0,1,0,0,120
29,1,1,500000,2,0,0,0,0,50
26,1,1,600000,7,0,0,0,0,60
28,1,1,800000,3,0,0,0,0,80
28,1,1,800000,3,0,0,0,0,80
35,1,0,950000,4,0,0,0,1,95
28,1,0,550000,6,1,0,0,0,55
34,1,1,850000,4,0,0,1,0,85
31,0,1,400000,2,0,0,0,0,40
33,1,1,1500000,5,0,1,1,1,150
28,1,1,1100000,4,0,1,0,0,110
33,0,1,1100000,4,1,0,1,0,110
28,1,1,700000,5,0,0,0,0,70
28,0,1,300000,5,0,0,0,0,30
26,0,1,500000,5,1,0,0,0,50
33,0,1,600000,7,0,0,0,1,60
30,1,0,1450000,4,1,1,1,1,145
34,1,1,850000,5,1,0,0,0,85
29,1,1,900000,3,0,0,0,1,90
25,1,0,1150000,7,0,0,0,0,115
26,0,1,500000,6,0,0,0,0,50
25,0,1,750000,2,0,1,0,0,75
34,1,1,1500000,3,0,1,1,1,150
30,1,0,500000,7,1,0,0,0,50
28,1,1,1300000,5,1,1,0,0,130
29,1,1,1050000,3,0,0,0,0,105
32,0,1,900000,5,0,1,0,0,90
34,1,1,1300000,6,1,0,0,1,130
26,0,1,550000,4,0,0,0,0,55
35,1,0,800000,4,0,0,0,1,80
28,1,1,650000,3,0,0,0,0,65
29,1,1,1050000,5,0,0,0,0,105
34,1,1,1050000,4,1,0,0,0,105
26,1,1,1400000,4,0,0,1,1,140
28,1,1,1150000,8,0,1,0,0,115
28,1,1,500000,4,0,0,0,0,50
32,0,1,350000,5,0,0,0,0,35
33,0,1,1100000,8,0,0,0,1,110
29,1,1,1200000,4,0,0,0,0,120
34,1,1,700000,4,1,1,0,0,70
28,1,1,750000,4,0,1,0,0,75
25,1,0,1700000,6,0,1,0,1,170
31,1,1,950000,3,0,1,0,0,95
29,1,1,600000,5,1,0,0,0,60
34,1,1,850000,4,0,0,0,0,85
29,1,1,1200000,9,0,0,0,1,120
34,1,1,700000,4,0,0,0,1,70
25,1,0,1150000,2,0,0,1,0,115
31,1,1,950000,4,0,0,0,0,95
34,1,1,500000,5,0,0,0,0,50
26,1,1,1750000,3,0,0,0,0,175
28,1,1,1150000,3,1,0,0,0,115
28,1,1,1150000,4,0,0,0,0,115
28,1,1,1200000,5,0,0,0,0,120
34,1,1,1500000,3,0,1,1,1,150
34,1,1,1500000,3,0,1,1,1,150
28,1,1,1450000,5,0,1,1,1,145
27,0,1,850000,4,0,0,0,0,85
28,1,1,1200000,3,0,0,0,0,120
28,1,1,800000,3,1,0,0,0,80
25,1,1,1700000,3,0,1,0,1,170
26,0,1,1450000,3,0,1,1,1,145
25,0,1,750000,3,1,0,0,0,75
29,1,1,1200000,4,0,0,0,0,120
31,0,1,400000,6,0,0,0,0,40
33,1,1,1400000,5,0,0,1,1,140
28,1,1,1100000,5,0,0,0,0,110
29,1,1,1200000,4,0,0,0,0,120
26,0,1,550000,4,0,0,0,1,55
26,1,1,600000,3,0,0,0,0,60
28,1,1,500000,4,1,0,0,0,50
28,0,1,300000,6,1,0,0,0,30
27,1,0,350000,4,0,0,0,0,35
29,1,1,1100000,8,0,0,0,0,110
28,1,1,800000,6,0,0,1,0,80
29,1,1,1350000,4,0,0,1,1,135
28,1,0,550000,5,0,1,0,1,55
33,1,1,550000,3,1,0,0,1,55
34,1,1,1000000,3,0,1,0,0,100
29,1,1,1050000,7,0,1,0,1,105
26,0,1,500000,8,0,0,0,0,50
25,1,1,1400000,3,0,0,1,1,140
28,1,1,800000,5,0,0,0,0,80
25,1,0,1350000,5,1,0,1,1,135
35,1,0,800000,5,0,0,0,0,80
25,1,1,1800000,6,0,1,0,1,180
28,1,1,800000,4,1,1,0,0,80
29,1,1,600000,6,0,0,0,0,60
29,1,1,1200000,6,0,0,0,0,120
32,0,1,800000,5,1,1,0,1,80
28,0,1,300000,3,0,0,0,0,30
31,1,1,1400000,4,1,0,1,1,140
25,1,1,1700000,6,0,1,0,1,170
31,0,0,350000,4,1,0,0,0,35
29,1,1,1050000,5,0,0,0,0,105
29,1,1,1200000,5,0,0,0,0,120
31,1,1,1100000,4,0,1,0,0,110
31,0,0,400000,5,0,0,0,0,40
33,0,1,800000,4,0,0,0,0,80
34,1,1,1300000,5,0,0,1,0,130
28,1,1,700000,4,1,0,1,0,70
32,0,1,350000,3,0,0,1,0,35
28,1,1,900000,8,0,0,0,0,90
32,0,1,350000,3,0,0,1,0,35
34,1,1,700000,4,1,1,0,0,70
28,1,1,1200000,4,0,0,0,0,120
27,1,0,350000,5,1,0,0,0,35
28,0,1,300000,5,0,0,0,0,30
32,0,1,850000,4,0,0,0,0,85
28,0,1,1200000,3,0,0,0,1,120
31,0,0,400000,7,1,0,0,0,40
28,1,1,1250000,7,0,0,0,0,125
28,0,1,300000,5,0,0,0,0,30
28,1,0,550000,6,0,0,0,1,55
28,1,1,1200000,6,1,0,0,0,120
34,1,1,700000,5,0,0,0,0,70
34,0,1,1300000,5,0,1,0,1,130
27,1,0,1550000,4,0,1,0,1,155
26,1,1,600000,3,0,1,0,0,60
27,0,1,900000,4,0,0,0,0,90
30,1,0,750000,3,1,0,0,1,75
32,0,1,800000,3,1,0,0,0,80
28,1,1,550000,8,0,0,0,0,55
34,1,1,1050000,5,0,1,0,0,105
28,1,1,550000,5,0,0,0,0,55
34,1,1,500000,5,0,0,0,0,50
31,0,1,400000,6,1,0,0,1,40
26,1,1,1400000,6,0,0,1,1,140
28,0,1,300000,7,1,0,0,0,30
35,1,0,800000,5,0,0,0,1,80
25,1,1,1400000,5,0,0,1,1,140
31,0,1,1500000,2,0,1,1,1,150
25,1,1,1700000,3,0,1,0,1,170
34,1,1,1500000,4,0,1,1,1,150
29,1,1,1050000,7,0,0,0,0,105
34,1,1,1000000,3,0,0,0,0,100
29,1,1,500000,3,0,0,0,0,50
26,1,1,1400000,5,0,0,1,1,140
34,1,1,1500000,4,1,1,1,1,150
28,1,1,1100000,7,0,1,0,0,110
28,1,1,700000,4,0,0,0,1,70
27,1,0,350000,2,0,0,0,0,35
27,0,1,1050000,4,1,0,0,1,105
34,1,1,1300000,4,0,0,0,1,130
31,1,1,1350000,9,1,0,1,1,135
27,0,1,500000,4,0,0,0,0,50
28,0,1,1200000,4,0,0,0,1,120
35,0,1,1100000,3,0,0,0,0,110
32,0,1,350000,6,0,0,0,0,35
31,1,1,900000,5,0,0,0,0,90
26,1,1,750000,5,1,0,0,0,75
31,0,1,1300000,6,0,0,0,0,130
28,0,1,1200000,5,0,0,0,0,120
28,1,1,800000,7,1,0,0,1,80
28,1,1,700000,5,0,0,0,0,70
32,0,1,850000,4,1,0,0,0,85
28,1,1,700000,4,1,0,0,0,70
26,0,1,500000,3,0,0,0,0,50
31,1,1,1400000,3,0,0,1,1,140
35,0,1,1100000,4,0,1,0,1,110
25,1,0,600000,4,1,1,0,0,60
31,1,1,1250000,4,1,0,0,0,125
27,1,0,1000000,3,1,0,0,0,100
28,0,1,600000,4,1,0,0,0,60
33,0,1,400000,2,0,0,0,0,40
33,0,1,650000,4,0,0,1,1,65
28,1,1,700000,7,0,1,0,0,70
25,1,0,600000,4,1,1,0,0,60
28,1,1,1450000,6,0,1,1,1,145
28,1,1,600000,5,0,1,0,1,60
28,1,1,800000,4,0,0,0,0,80
28,0,0,300000,4,1,0,0,0,30
28,1,1,1150000,7,0,0,0,0,115
27,1,0,1550000,6,1,1,0,1,155
34,1,1,500000,4,0,0,0,0,50
33,0,1,1100000,5,0,0,0,0,110
30,1,0,550000,6,0,0,0,0,55
28,1,1,800000,5,0,0,0,0,80
28,0,1,1100000,6,1,0,0,0,110
34,1,0,1300000,4,0,0,0,1,130
33,1,1,1400000,3,0,0,1,1,140
28,0,1,300000,6,0,0,0,0,30
32,0,1,800000,5,0,0,0,0,80
31,0,0,300000,5,0,0,0,0,30
34,1,1,500000,4,0,0,0,0,50
26,1,1,750000,3,0,0,0,0,75
33,1,1,750000,3,1,0,0,0,75
33,0,1,400000,5,0,0,0,0,40
25,1,1,1400000,5,0,0,1,1,140
34,1,1,1000000,4,0,0,0,1,100
34,1,1,1500000,7,0,1,1,1,150
28,0,1,600000,7,1,0,0,1,60
31,0,1,1200000,7,0,0,0,0,120
34,1,1,1300000,4,1,0,0,0,130
35,1,0,800000,4,1,0,0,0,80
28,1,1,550000,4,1,1,0,0,55
25,1,0,1350000,3,1,1,1,0,135
33,0,1,1000000,6,0,1,0,0,100
33,1,1,1500000,7,0,1,1,1,150
34,1,1,500000,5,0,1,1,0,50
34,1,0,1400000,4,0,0,1,0,140
27,1,0,450000,8,0,0,0,0,45
25,1,1,1400000,5,0,1,1,0,140
27,1,0,450000,3,0,0,0,1,45
28,1,1,900000,5,0,0,0,0,90
29,1,1,1050000,2,0,0,0,0,105
34,1,1,1500000,4,1,1,1,1,150
28,1,0,550000,4,1,0,1,1,55
32,0,1,850000,7,0,1,1,1,85
32,0,1,900000,2,0,1,0,0,90
35,1,0,800000,6,0,1,0,1,80
34,1,1,700000,6,0,0,0,1,70
28,1,1,1250000,6,0,0,1,0,125
27,1,0,600000,4,0,0,0,0,60
31,0,1,1500000,4,0,1,1,1,150
34,0,1,1300000,7,0,0,0,1,130
30,1,0,550000,6,1,0,0,0,55
33,0,1,1750000,4,0,0,0,0,175
32,0,1,350000,3,1,0,1,1,35
31,1,1,1250000,7,0,0,0,0,125
31,0,1,1300000,3,1,0,0,0,130
28,1,0,550000,6,0,0,0,0,55
28,0,1,300000,6,0,0,0,1,30
26,0,1,500000,3,0,0,0,0,50
25,1,0,1150000,7,0,0,0,0,115
33,0,1,1100000,4,0,0,0,1,110
28,0,1,1100000,4,0,0,0,0,110
30,1,0,550000,3,0,0,0,1,55
34,1,1,700000,3,0,1,0,0,70
34,1,1,700000,3,1,0,0,0,70
28,0,1,300000,5,1,0,0,0,30
31,1,1,500000,4,1,0,0,0,50
29,1,1,500000,4,0,0,0,1,50
31,1,1,950000,5,0,0,0,0,95
28,1,1,800000,5,1,0,0,0,80
31,1,1,1350000,3,0,0,1,1,135
28,1,1,1200000,6,0,1,0,0,120
26,1,1,1400000,9,0,0,1,1,140
32,0,1,900000,6,0,0,0,0,90
25,1,0,1350000,6,0,0,1,1,135
34,1,1,700000,5,0,0,0,1,70
28,1,1,1100000,4,1,0,0,0,110
25,1,0,1150000,5,1,0,0,0,115
27,0,1,850000,3,0,0,0,1,85
33,1,1,1500000,4,0,1,1,1,150
28,1,1,1750000,5,1,0,1,0,175
28,1,1,1150000,6,1,0,0,0,115
34,1,1,1000000,6,0,1,1,1,100
34,1,1,500000,4,0,0,0,0,50
